desfecho,gene,HR,IC95_inf,IC95_sup,z,valor_p,concordancia,fdr
Sobrevida específica (DSS),stat1,1.15603568148305,1.0701001921964,1.24887230803965,3.67908032462903,0.000234076540878737,0.560199352869157,0.00154703831379236
Sobrevida específica (DSS),bmf,1.15763906992404,1.07079257420019,1.25152923965276,3.67904153974824,0.00023411213746551,0.544442989354092,0.00154703831379236
Sobrevida específica (DSS),gdf11,1.14592785708083,1.06555630783927,1.23236157861676,3.67140368310106,0.00024122198447536,0.547661964940284,0.00157276733877934
Sobrevida específica (DSS),kdm5a,1.15244391187849,1.06780474866823,1.24379196822476,3.64564014616793,0.000266727004792178,0.54082434437541,0.00171617770188652
Sobrevida específica (DSS),cdkn1b,0.864050224436651,0.79850174025143,0.934979540700743,-3.6301801441392,0.000283223481482954,0.548734339075312,0.00179865301876837
Sobrevida específica (DSS),nfkb1,0.86773803790634,0.80329580599682,0.93734997345738,-3.60324547612098,0.000314268473760733,0.552637756217732,0.00197022158549998
Sobrevida específica (DSS),mmp11,1.16197300440206,1.07060643123682,1.26113688799661,3.59279094595074,0.000327155050374569,0.53890444874657,0.00200416337219854
Sobrevida específica (DSS),smad6,1.15236633332571,1.06656141006107,1.24507426731903,3.59221473702515,0.00032787948829424,0.541704605402147,0.00200416337219854
Sobrevida específica (DSS),arrdc1,1.14346962852868,1.06171572796246,1.23151871723402,3.54224077732339,0.000396743154106001,0.546053403737743,0.00239515311552882
Sobrevida específica (DSS),jak2,0.865751253004587,0.798080423445971,0.939160027059295,-3.47155485967545,0.000517453590858408,0.528330815066115,0.00308579031621661
